행정읍/면/동,법정읍/면/동,관리기관,설치일자,자전거노선명,자전거도로구분,위치구분,자전거도로재질,연장,폭원,국비,시비,기타비,경계종류,도로노선명
온양6동,풍기동,도시계획과,19000101,대로1-2,자전거보행자겸용도로,좌,투수콘,110.62,1.81,0,0,0,경계석,
온양5동,용화동,도시계획과,19000101,대로3-5,자전거보행자겸용도로,우,투수콘,188.09,1.98,0,0,0,경계석,
배방읍,배방읍 북수리,도시계획과,19000101,대로2-3,자전거전용도로,좌,투수콘,8.07,1.45,0,0,0,경계석,
온양6동,풍기동,도시계획과,19000101,대로3-17,자전거보행자겸용도로,좌,투수콘,8.56,1.81,0,0,0,경계석,
탕정면,탕정면 갈산리,도시계획과,20090101,중(집)2-2,자전거보행자겸용도로,우,투수콘,71.68,2,0,0,0,경계석,
신창면,신창면 남성리,도시계획과,19000101,대로2-4,자전거전용도로,우,투수콘,50.58,1.6,0,0,0,도색,
탕정면,탕정면 갈산리,도시계획과,20090101,대(집)2-2,자전거자동차겸용도로,우,아스팔트,5.83,2.03,0,0,0,도색,
탕정면,탕정면 갈산리,도시계획과,20090101,중(집)2-2,자전거자동차겸용도로,우,아스팔트,5.88,2.06,0,0,0,도색,
온양2동,온천동,도시계획과,19000101,소로2-113,자전거전용도로,좌,투수콘,100.28,2.5,0,0,0,도색,
온양4동,방축동,도시계획과,19000101,중로2-6,자전거보행자겸용도로,우,투수콘,361.6,2.31,0,0,0,도색,
온양4동,방축동,도시계획과,19000101,중로2-6,자전거보행자겸용도로,우,투수콘,72.03,2.5,0,0,0,도색,
온양5동,기산동,도시계획과,19000101,중로2-6,자전거보행자겸용도로,우,투수콘,582.7,2.34,0,0,0,도색,
인주면,인주면 걸매리,도시계획과,19000101,대로3-1,자전거보행자겸용도로,우,투수콘,23.08,2.05,0,0,0,경계석,
배방읍,배방읍 북수리,도시계획과,19000101,대로2-2,자전거전용도로,좌,투수콘,83.69,1.94,0,0,0,경계석,
온양2동,온천동,도시계획과,19000101,중로3-2,자전거보행자겸용도로,좌,투수콘,4.73,1.51,0,0,0,경계석,
배방읍,배방읍 북수리,도시계획과,19000101,대로2-2,자전거전용도로,좌,투수콘,107.87,1.05,0,0,0,경계석,
배방읍,배방읍 북수리,도시계획과,19000101,중로1-1,자전거보행자겸용도로,우,투수콘,16.75,1.39,0,0,0,경계석,
배방읍,배방읍 북수리,도시계획과,19000101,대로2-3,자전거전용도로,우,투수콘,47.01,1.43,0,0,0,경계석,
배방읍,배방읍 북수리,도시계획과,19000101,소로2-84,자전거전용도로,우,투수콘,8.24,1.43,0,0,0,경계석,
배방읍,배방읍 북수리,도시계획과,19000101,대로2-3,자전거전용도로,우,투수콘,35.35,1.41,0,0,0,경계석,
배방읍,배방읍 북수리,도시계획과,19000101,대로2-2,자전거전용도로,우,투수콘,20.48,1.92,0,0,0,경계석,
탕정면,탕정면 용두리,도시계획과,20090101,대(보)3-1,자전거보행자겸용도로,좌,투수콘,168.3,2,0,0,0,경계석,
탕정면,탕정면 용두리,도시계획과,20090101,대(보)3-1,자전거보행자겸용도로,좌,투수콘,233.28,1.95,0,0,0,경계석,
탕정면,탕정면 용두리,도시계획과,20090101,대(보)3-1,자전거보행자겸용도로,좌,투수콘,132.36,2,0,0,0,경계석,
탕정면,탕정면 용두리,도시계획과,20090101,대(보)3-1,자전거자동차겸용도로,중앙,아스팔트,19.33,1.98,0,0,0,도색,
탕정면,탕정면 용두리,도시계획과,20090101,대(보)3-1,자전거보행자겸용도로,우,투수콘,236.68,2,0,0,0,경계석,
온양3동,모종동,도시계획과,19000101,중로1-1,자전거보행자겸용도로,우,투수콘,9.21,3.01,0,0,0,경계석,
온양5동,신인동,도시계획과,19000101,시군도로9,자전거보행자겸용도로,우,콘크리트,102.7,2.03,0,0,0,경계석,
온양5동,신인동,도시계획과,19000101,시군도로9,자전거보행자겸용도로,좌,콘크리트,21.71,2.01,0,0,0,경계석,
온양5동,신인동,도시계획과,19000101,시군도로9,자전거전용도로,좌,콘크리트,53.49,1.99,0,0,0,경계석,
온양5동,초사동,도시계획과,19000101,시군도로9,자전거전용도로,좌,콘크리트,32.49,1.91,0,0,0,경계석,
온양5동,신인동,도시계획과,19000101,시군도로9,자전거보행자겸용도로,우,콘크리트,66.93,2,0,0,0,경계석,
온양5동,신인동,도시계획과,19000101,시군도로9,자전거보행자겸용도로,좌,콘크리트,88.96,1.91,0,0,0,경계석,
온양5동,초사동,도시계획과,19000101,시군도로9,자전거전용도로,좌,콘크리트,70.46,1.89,0,0,0,경계석,
온양5동,신인동,도시계획과,19000101,시군도로9,자전거보행자겸용도로,우,콘크리트,52.92,1.94,0,0,0,경계석,
온양3동,모종동,도시계획과,19000101,대로1-1,자전거보행자겸용도로,좌,투수콘,35.18,1.9,0,0,0,경계석,
온양4동,방축동,도시계획과,19000101,대로3-3,자전거보행자겸용도로,좌,투수콘,21.07,2.29,0,0,0,도색,
탕정면,탕정면 갈산리,도시계획과,20090101,중(집)2-3,자전거자동차겸용도로,우,아스팔트,5.85,2.1,0,0,0,도색,
배방읍,배방읍 북수리,도시계획과,19000101,중로1-1,자전거보행자겸용도로,우,투수콘,31.29,1.37,0,0,0,경계석,
배방읍,배방읍 북수리,도시계획과,19000101,중로1-1,자전거보행자겸용도로,우,투수콘,7.81,1.39,0,0,0,경계석,
온양4동,방축동,도시계획과,19000101,대로3-3,자전거보행자겸용도로,좌,투수콘,3.79,2.28,0,0,0,도색,
온양4동,방축동,도시계획과,19000101,대로3-3,자전거보행자겸용도로,좌,투수콘,133.2,2.3,0,0,0,도색,
배방읍,배방읍 북수리,도시계획과,19000101,중로1-1,자전거보행자겸용도로,좌,투수콘,31.07,1.38,0,0,0,경계석,
배방읍,배방읍 북수리,도시계획과,19000101,대로3-2,자전거보행자겸용도로,좌,투수콘,14.7,4.14,0,0,0,경계석,
배방읍,배방읍 북수리,도시계획과,19000101,중로1-1,자전거보행자겸용도로,좌,투수콘,51.87,1.4,0,0,0,경계석,
도고면,도고면 기곡리,도시계획과,19000101,대로3-1,자전거보행자겸용도로,좌,블록,92.2,2.74,0,0,0,도색,
온양2동,온천동,도시계획과,19000101,중로2-96,자전거보행자겸용도로,좌,투수콘,3.87,1.35,0,0,0,경계석,
온양2동,온천동,도시계획과,19000101,중로2-96,자전거보행자겸용도로,좌,투수콘,97.37,1.31,0,0,0,경계석,
온양2동,온천동,도시계획과,19000101,중로2-96,자전거보행자겸용도로,좌,투수콘,99.62,1.31,0,0,0,경계석,
인주면,인주면 걸매리,도시계획과,19000101,대로3-2,자전거전용도로,우,투수콘,107.14,2.02,0,0,0,경계석,
인주면,인주면 걸매리,도시계획과,19000101,대로3-2,자전거전용도로,좌,투수콘,34.89,1.98,0,0,0,경계석,
인주면,인주면 걸매리,도시계획과,19000101,대로3-2,자전거전용도로,좌,투수콘,26.03,1.98,0,0,0,경계석,
인주면,인주면 걸매리,도시계획과,19000101,대로3-2,자전거보행자겸용도로,우,투수콘,12.16,2,0,0,0,경계석,
배방읍,배방읍 공수리,도시계획과,19000101,중로2-3,자전거전용도로,좌,투수콘,2.91,1.45,0,0,0,경계석,
배방읍,배방읍 공수리,도시계획과,19000101,중로2-3,자전거전용도로,좌,투수콘,3.61,1.49,0,0,0,경계석,
온양5동,용화동,도시계획과,19000101,대로3-3,자전거보행자겸용도로,우,투수콘,44.54,1.5,0,0,0,경계석,
온양6동,풍기동,도시계획과,19000101,대로1-2,자전거보행자겸용도로,좌,투수콘,6.17,1.86,0,0,0,경계석,
온양6동,풍기동,도시계획과,19000101,대로1-2,자전거보행자겸용도로,우,투수콘,13.65,1.83,0,0,0,경계석,
온양3동,모종동,도시계획과,19000101,중로1-3,자전거전용도로,우,투수콘,25.05,2,0,0,0,경계석,
탕정면,탕정면 갈산리,도시계획과,20090101,대(집)3-4,자전거보행자겸용도로,좌,투수콘,114.97,1.9,0,0,0,경계석,
온양3동,모종동,도시계획과,19000101,대로1-1,자전거보행자겸용도로,우,투수콘,17.42,1.54,0,0,0,기타,
온양3동,모종동,도시계획과,19000101,대로1-1,자전거보행자겸용도로,좌,투수콘,2.45,1.64,0,0,0,경계석,
온양4동,방축동,도시계획과,19000101,대로3-3,자전거보행자겸용도로,좌,투수콘,169.4,2.38,0,0,0,도색,
온양4동,방축동,도시계획과,19000101,대로3-3,자전거보행자겸용도로,좌,투수콘,98.76,2.41,0,0,0,도색,
온양2동,온천동,도시계획과,19000101,대로3-10,자전거보행자겸용도로,우,투수콘,6.59,2.35,0,0,0,경계석,
온양3동,모종동,도시계획과,19000101,대로1-1,자전거보행자겸용도로,우,투수콘,140.84,1.5,0,0,0,기타,
온양3동,모종동,도시계획과,19000101,대로1-1,자전거보행자겸용도로,우,투수콘,56.08,1.53,0,0,0,기타,
온양3동,모종동,도시계획과,19000101,대로1-1,자전거보행자겸용도로,우,투수콘,5.91,1.45,0,0,0,기타,
탕정면,탕정면 갈산리,도시계획과,20090101,대(집)3-3,자전거자동차겸용도로,중앙,아스팔트,21.88,1.96,0,0,0,도색,
온양6동,풍기동,도시계획과,19000101,대로1-2,자전거보행자겸용도로,좌,투수콘,20.24,1.88,0,0,0,경계석,
온양6동,풍기동,도시계획과,19000101,대로1-2,자전거보행자겸용도로,좌,투수콘,185.3,1.69,0,0,0,경계석,
온양6동,풍기동,도시계획과,19000101,대로1-2,자전거보행자겸용도로,우,투수콘,199.4,1.83,0,0,0,경계석,
배방읍,배방읍 공수리,도시계획과,19000101,대로2-1,자전거전용도로,우,투수콘,7.12,1.49,0,0,0,경계석,
배방읍,배방읍 공수리,도시계획과,19000101,대로2-1,자전거전용도로,우,투수콘,186.11,1.53,0,0,0,경계석,
배방읍,배방읍 공수리,도시계획과,19000101,대로2-1,자전거전용도로,우,투수콘,1.22,1.13,0,0,0,경계석,
온양5동,용화동,도시계획과,19000101,대로3-5,자전거보행자겸용도로,좌,투수콘,51.67,1.4,0,0,0,경계석,
탕정면,탕정면 갈산리,도시계획과,20090101,중(집)2-2,자전거자동차겸용도로,우,아스팔트,4.95,2.06,0,0,0,도색,
탕정면,탕정면 갈산리,도시계획과,20090101,중(집)2-2,자전거자동차겸용도로,좌,아스팔트,5.77,2.06,0,0,0,도색,
신창면,신창면 행목리,도시계획과,19000101,기타도로,자전거전용도로,우,투수콘,16.66,1.63,0,0,0,경계석,
배방읍,배방읍 북수리,도시계획과,19000101,대로2-3,자전거전용도로,우,투수콘,2.63,1.28,0,0,0,경계석,
온양2동,온천동,도시계획과,19000101,대로3-10,자전거보행자겸용도로,우,투수콘,4.01,2.62,0,0,0,경계석,
온양2동,온천동,도시계획과,19000101,대로3-10,자전거보행자겸용도로,우,투수콘,62.68,2.7,0,0,0,경계석,
온양2동,온천동,도시계획과,19000101,대로3-10,자전거보행자겸용도로,우,투수콘,13,2.61,0,0,0,경계석,
온양5동,초사동,도시계획과,19000101,중로1-7,자전거보행자겸용도로,좌,콘크리트,189.5,2.33,0,0,0,경계석,
온양5동,초사동,도시계획과,19000101,중로1-7,자전거보행자겸용도로,좌,콘크리트,50.74,2.3,0,0,0,경계석,
온양5동,용화동,도시계획과,19000101,대로3-5,자전거보행자겸용도로,좌,투수콘,26.95,1.27,0,0,0,경계석,
온양6동,풍기동,도시계획과,19000101,대로3-17,자전거보행자겸용도로,우,투수콘,7.99,1.9,0,0,0,경계석,
온양6동,풍기동,도시계획과,19000101,대로3-17,자전거보행자겸용도로,좌,투수콘,99.1,1.74,0,0,0,경계석,
탕정면,탕정면 갈산리,도시계획과,20090101,대(집)3-4,자전거자동차겸용도로,중앙,아스팔트,17.52,2.09,0,0,0,도색,
배방읍,배방읍 북수리,도시계획과,19000101,대로2-2,자전거전용도로,우,투수콘,25.83,1.92,0,0,0,경계석,
배방읍,배방읍 북수리,도시계획과,19000101,대로2-2,자전거전용도로,우,투수콘,60.5,1.36,0,0,0,경계석,
배방읍,배방읍 북수리,도시계획과,19000101,대로2-2,자전거전용도로,좌,투수콘,71.27,1.93,0,0,0,경계석,
배방읍,배방읍 북수리,도시계획과,19000101,대로2-2,자전거전용도로,우,투수콘,36.37,1.93,0,0,0,경계석,
배방읍,배방읍 북수리,도시계획과,19000101,대로2-2,자전거전용도로,우,투수콘,14.5,1.34,0,0,0,경계석,
온양5동,용화동,도시계획과,19000101,대로3-17,자전거보행자겸용도로,좌,투수콘,283.17,1.65,0,0,0,경계석,
온양5동,용화동,도시계획과,19000101,대로3-17,자전거보행자겸용도로,우,투수콘,286.27,1.7,0,0,0,경계석,
온양5동,용화동,도시계획과,19000101,대로3-17,자전거보행자겸용도로,우,투수콘,6.46,1.78,0,0,0,경계석,
배방읍,배방읍 공수리,도시계획과,19000101,대로2-2,자전거전용도로,우,투수콘,112.58,1.65,0,0,0,경계석,
배방읍,배방읍 공수리,도시계획과,19000101,대로2-2,자전거전용도로,좌,투수콘,98.32,1.64,0,0,0,경계석,
온양2동,온천동,도시계획과,19000101,중로1-19,자전거보행자겸용도로,우,투수콘,26.07,1.98,0,0,0,경계석,
배방읍,배방읍 공수리,도시계획과,19000101,중로2-3,자전거전용도로,좌,투수콘,32.01,1.45,0,0,0,경계석,
온양5동,용화동,도시계획과,19000101,대로3-5,자전거보행자겸용도로,좌,투수콘,30.32,1.54,0,0,0,경계석,
온양5동,용화동,도시계획과,19000101,중로1-19,자전거보행자겸용도로,우,투수콘,2.93,2.01,0,0,0,경계석,
온양5동,용화동,도시계획과,19000101,중로1-19,자전거보행자겸용도로,우,투수콘,5.29,2.03,0,0,0,경계석,
배방읍,배방읍 공수리,도시계획과,19000101,대로2-2,자전거전용도로,우,투수콘,37.65,1.35,0,0,0,경계석,
인주면,인주면 걸매리,도시계획과,19000101,중로1-4,자전거보행자겸용도로,우,투수콘,112.93,1.95,0,0,0,경계석,
온양3동,모종동,도시계획과,19000101,대로1-1,자전거보행자겸용도로,좌,투수콘,96.98,1.61,0,0,0,경계석,
온양3동,모종동,도시계획과,19000101,대로1-1,자전거보행자겸용도로,좌,투수콘,1.86,1.61,0,0,0,경계석,
온양2동,온천동,도시계획과,19000101,대로3-10,자전거보행자겸용도로,좌,투수콘,7.12,2.33,0,0,0,경계석,
온양2동,온천동,도시계획과,19000101,대로3-10,자전거보행자겸용도로,좌,투수콘,6.01,2.29,0,0,0,경계석,
인주면,인주면 걸매리,도시계획과,19000101,대로3-2,자전거보행자겸용도로,좌,투수콘,143.51,1.96,0,0,0,경계석,
도고면,도고면 효자리,도시계획과,19000101,기타도로,자전거보행자겸용도로,좌,화학재질,41.88,1.63,0,0,0,경계석,
배방읍,배방읍 북수리,도시계획과,19000101,대로3-2,자전거보행자겸용도로,우,투수콘,13.09,3.87,0,0,0,경계석,
인주면,인주면 걸매리,도시계획과,19000101,대로3-2,자전거보행자겸용도로,우,투수콘,24.21,2.03,0,0,0,경계석,
온양5동,용화동,도시계획과,19000101,대로3-5,자전거보행자겸용도로,우,투수콘,11.02,1.46,0,0,0,경계석,
온양3동,모종동,도시계획과,19000101,대로1-1,자전거보행자겸용도로,좌,투수콘,208.96,1.53,0,0,0,경계석,
탕정면,탕정면 갈산리,도시계획과,20090101,중(집)2-2,자전거보행자겸용도로,우,투수콘,94.88,1.9,0,0,0,경계석,
배방읍,배방읍 북수리,도시계획과,19000101,대로2-3,자전거전용도로,좌,투수콘,9.92,1.41,0,0,0,경계석,
온양3동,모종동,도시계획과,19000101,대로1-1,자전거보행자겸용도로,우,투수콘,141.64,1.55,0,0,0,기타,
온양3동,모종동,도시계획과,19000101,대로1-1,자전거보행자겸용도로,우,투수콘,26.75,1.55,0,0,0,기타,
도고면,도고면 기곡리,도시계획과,19000101,대로3-1,자전거보행자겸용도로,우,블록,92.06,2.56,0,0,0,도색,
온양5동,초사동,도시계획과,19000101,시군도로9,자전거전용도로,우,콘크리트,45.54,1.98,0,0,0,경계석,
온양5동,초사동,도시계획과,19000101,시군도로9,자전거전용도로,좌,콘크리트,25.86,2.71,0,0,0,경계석,
온양4동,방축동,도시계획과,19000101,대로3-3,자전거보행자겸용도로,좌,투수콘,139.2,2.32,0,0,0,도색,
온양5동,용화동,도시계획과,19000101,대로3-5,자전거보행자겸용도로,우,투수콘,92.78,1.44,0,0,0,경계석,
온양5동,용화동,도시계획과,19000101,대로3-5,자전거보행자겸용도로,좌,투수콘,88.71,1.23,0,0,0,경계석,
배방읍,배방읍 북수리,도시계획과,19000101,중로1-1,자전거보행자겸용도로,우,투수콘,33.64,1.35,0,0,0,경계석,
온양3동,모종동,도시계획과,19000101,대로1-1,자전거보행자겸용도로,우,투수콘,18.17,1.55,0,0,0,기타,
온양3동,모종동,도시계획과,19000101,중로1-3,자전거보행자겸용도로,우,투수콘,9.35,0.98,0,0,0,기타,
온양3동,모종동,도시계획과,19000101,중로1-3,자전거보행자겸용도로,좌,투수콘,8.46,0.81,0,0,0,기타,
온양3동,모종동,도시계획과,19000101,대로1-1,자전거보행자겸용도로,우,투수콘,0.87,0.92,0,0,0,기타,
온양4동,방축동,도시계획과,19000101,대로3-3,자전거보행자겸용도로,좌,투수콘,10.56,2.3,0,0,0,도색,
온양4동,방축동,도시계획과,19000101,대로3-3,자전거보행자겸용도로,좌,투수콘,42.87,2.32,0,0,0,도색,
배방읍,배방읍 북수리,도시계획과,19000101,대로2-2,자전거전용도로,좌,투수콘,123.11,1.97,0,0,0,경계석,
배방읍,배방읍 북수리,도시계획과,19000101,대로2-2,자전거전용도로,좌,투수콘,31.69,1.96,0,0,0,경계석,
온양5동,용화동,도시계획과,19000101,대로3-3,자전거보행자겸용도로,좌,투수콘,13.21,2.02,0,0,0,경계석,
온양1동,온천동,도시계획과,19000101,대로3-4,자전거보행자겸용도로,우,투수콘,30.25,1.5,0,0,0,경계석,
온양6동,풍기동,도시계획과,19000101,대로1-2,자전거보행자겸용도로,우,투수콘,164.8,2.24,0,0,0,도색,
온양3동,권곡동,도시계획과,19000101,대로1-1,자전거보행자겸용도로,좌,투수콘,3.44,1.54,0,0,0,경계석,
인주면,인주면 걸매리,도시계획과,19000101,중로1-5,자전거보행자겸용도로,좌,투수콘,7.54,1.99,0,0,0,경계석,
인주면,인주면 걸매리,도시계획과,19000101,중로1-5,자전거보행자겸용도로,우,투수콘,26.92,2.02,0,0,0,경계석,
탕정면,탕정면 갈산리,도시계획과,20090101,중(집)2-2,자전거자동차겸용도로,좌,아스팔트,4.94,2.07,0,0,0,도색,
온양6동,풍기동,도시계획과,19000101,대로3-17,자전거보행자겸용도로,우,투수콘,11.69,1.72,0,0,0,경계석,
배방읍,배방읍 공수리,도시계획과,19000101,중로2-3,자전거전용도로,좌,투수콘,131.07,1.46,0,0,0,경계석,
온양3동,모종동,도시계획과,19000101,중로1-3,자전거전용도로,우,투수콘,5.62,1.98,0,0,0,경계석,
온양3동,모종동,도시계획과,19000101,중로1-3,자전거전용도로,우,투수콘,15.46,1.99,0,0,0,경계석,
온양3동,모종동,도시계획과,19000101,중로1-3,자전거전용도로,우,투수콘,115.44,1.95,0,0,0,경계석,
배방읍,배방읍 북수리,도시계획과,19000101,대로2-3,자전거전용도로,우,투수콘,2.41,1.29,0,0,0,경계석,
배방읍,배방읍 북수리,도시계획과,19000101,대로2-3,자전거전용도로,우,투수콘,14.21,1.44,0,0,0,경계석,
배방읍,배방읍 북수리,도시계획과,19000101,대로2-3,자전거전용도로,우,투수콘,27.58,1.47,0,0,0,경계석,
배방읍,배방읍 북수리,도시계획과,19000101,대로2-3,자전거전용도로,우,투수콘,2.31,1.25,0,0,0,경계석,
배방읍,배방읍 북수리,도시계획과,19000101,대로2-2,자전거전용도로,좌,투수콘,80.13,1.87,0,0,0,경계석,
배방읍,배방읍 북수리,도시계획과,19000101,대로2-2,자전거전용도로,좌,투수콘,123.99,1.93,0,0,0,경계석,
인주면,인주면 걸매리,도시계획과,19000101,대로3-2,자전거전용도로,좌,투수콘,37.42,1.99,0,0,0,경계석,
탕정면,탕정면 갈산리,도시계획과,20090101,대(집)3-4,자전거보행자겸용도로,좌,투수콘,140.77,1.9,0,0,0,경계석,
배방읍,배방읍 북수리,도시계획과,19000101,대로2-2,자전거전용도로,좌,투수콘,2.81,1.61,0,0,0,경계석,
온양5동,용화동,도시계획과,19000101,대로3-3,자전거보행자겸용도로,우,투수콘,5.28,1.32,0,0,0,경계석,
신창면,신창면 행목리,도시계획과,19000101,지방도로623,자전거전용도로,우,투수콘,82.72,1.64,0,0,0,경계석,
신창면,신창면 남성리,도시계획과,19000101,대로2-4,자전거전용도로,우,투수콘,44.45,1.6,0,0,0,도색,
탕정면,탕정면 갈산리,도시계획과,20090101,중(집)2-2,자전거자동차겸용도로,좌,아스팔트,6.71,2.09,0,0,0,도색,
인주면,인주면 걸매리,도시계획과,19000101,대로3-2,자전거전용도로,좌,투수콘,12.21,3.74,0,0,0,경계석,
인주면,인주면 걸매리,도시계획과,19000101,중로1-4,자전거전용도로,좌,투수콘,297.21,1.96,0,0,0,경계석,
인주면,인주면 걸매리,도시계획과,19000101,중로1-4,자전거전용도로,우,투수콘,218.5,1.97,0,0,0,경계석,
인주면,인주면 걸매리,도시계획과,19000101,대로3-1,자전거보행자겸용도로,좌,투수콘,10.17,2.82,0,0,0,경계석,
도고면,도고면 기곡리,도시계획과,19000101,대로3-1,자전거보행자겸용도로,우,블록,92.41,2,0,0,0,도색,
온양2동,온천동,도시계획과,19000101,대로3-10,자전거보행자겸용도로,우,투수콘,1.81,1.88,0,0,0,경계석,
온양1동,온천동,도시계획과,19000101,대로3-1,자전거보행자겸용도로,우,화학재질,101.74,3.42,0,0,0,경계석,
탕정면,탕정면 갈산리,도시계획과,20090101,광(주)3-1,자전거보행자겸용도로,좌,투수콘,35.27,6,0,0,0,경계석,
온양3동,모종동,도시계획과,19000101,대로3-15,자전거보행자겸용도로,좌,투수콘,5.07,1.81,0,0,0,경계석,
인주면,인주면 걸매리,도시계획과,19000101,대로3-1,자전거보행자겸용도로,좌,투수콘,17.03,5,0,0,0,경계석,
인주면,인주면 걸매리,도시계획과,19000101,중로1-4,자전거보행자겸용도로,우,투수콘,136.58,1.99,0,0,0,경계석,
인주면,인주면 걸매리,도시계획과,19000101,중로1-4,자전거보행자겸용도로,좌,투수콘,270.15,1.98,0,0,0,경계석,
온양1동,온천동,도시계획과,19000101,대로3-4,자전거보행자겸용도로,우,투수콘,20.73,1.5,0,0,0,경계석,
온양6동,풍기동,도시계획과,19000101,대로3-17,자전거보행자겸용도로,우,투수콘,5.83,1.76,0,0,0,경계석,
탕정면,탕정면 명암리,도시계획과,20090101,중(집)1-1,자전거보행자겸용도로,우,투수콘,93.84,1.9,0,0,0,경계석,
탕정면,탕정면 명암리,도시계획과,20090101,중(집)1-1,자전거보행자겸용도로,우,투수콘,118.71,2,0,0,0,경계석,
탕정면,탕정면 명암리,도시계획과,20090101,중(집)1-1,자전거보행자겸용도로,우,투수콘,59.62,2,0,0,0,경계석,
탕정면,탕정면 명암리,도시계획과,20090101,중(집)1-1,자전거보행자겸용도로,좌,투수콘,144.02,2,0,0,0,경계석,
탕정면,탕정면 명암리,도시계획과,20090101,중(집)1-1,자전거보행자겸용도로,우,투수콘,92.88,2,0,0,0,경계석,
탕정면,탕정면 명암리,도시계획과,20090101,중(집)1-1,자전거보행자겸용도로,좌,투수콘,130.52,1.9,0,0,0,경계석,
4420025331,배방읍 장재리,도시계획과,20110101,중(집)1-1,자전거전용도로,좌,투수콘,77.03,1.53,0,0,0,경계석,
4420025331,배방읍 장재리,도시계획과,20110101,중(집)1-1,자전거전용도로,좌,투수콘,404,2.05,0,0,0,경계석,
4420025331,배방읍 장재리,도시계획과,20110101,중(집)1-1,자전거전용도로,좌,투수콘,104.16,2.05,0,0,0,경계석,
4420025331,배방읍 장재리,도시계획과,20110101,중(집)1-1,자전거전용도로,좌,투수콘,155.18,1.45,0,0,0,경계석,
음봉면,음봉면 덕지리,도시계획과,19000101,지방도로_628,자전거보행자겸용도로,우,콘크리트,101.61,2.43,0,0,0,도색,
온양2동,온천동,도시계획과,19000101,소로2-113,자전거전용도로,좌,투수콘,93.84,2.5,0,0,0,도색,
온양2동,온천동,도시계획과,19000101,소로2-113,자전거전용도로,좌,투수콘,0.88,2.36,0,0,0,도색,
온양2동,온천동,도시계획과,19000101,중로1-32,자전거전용도로,좌,투수콘,3.96,2.5,0,0,0,도색,
배방읍,배방읍 공수리,도시계획과,19000101,대로2-2,자전거전용도로,좌,투수콘,66.78,1.62,0,0,0,경계석,
온양5동,용화동,도시계획과,19000101,대로3-17,자전거보행자겸용도로,우,투수콘,379.44,2.38,0,0,0,경계석,
온양5동,용화동,도시계획과,19000101,대로3-17,자전거보행자겸용도로,좌,투수콘,374.18,1.7,0,0,0,경계석,
온양5동,용화동,도시계획과,19000101,대로3-5,자전거보행자겸용도로,좌,투수콘,5,1.54,0,0,0,경계석,
온양5동,용화동,도시계획과,19000101,대로3-17,자전거보행자겸용도로,우,투수콘,7.06,1.67,0,0,0,경계석,
온양6동,풍기동,도시계획과,19000101,대로3-17,자전거보행자겸용도로,좌,투수콘,97,1.82,0,0,0,경계석,
온양6동,풍기동,도시계획과,19000101,대로3-17,자전거보행자겸용도로,우,투수콘,96.44,1.86,0,0,0,경계석,
온양6동,풍기동,도시계획과,19000101,대로3-17,자전거보행자겸용도로,우,투수콘,2.45,1.9,0,0,0,경계석,
탕정면,탕정면 명암리,도시계획과,20090101,대(집)3-3,자전거보행자겸용도로,우,투수콘,218.56,2.8,0,0,0,경계석,
탕정면,탕정면 명암리,도시계획과,20090101,대(집)3-3,자전거자동차겸용도로,중앙,아스팔트,18.93,2.09,0,0,0,도색,
도고면,도고면 기곡리,도시계획과,19000101,대로3-1,자전거보행자겸용도로,좌,블록,91.05,2,0,0,0,도색,
온양5동,초사동,도시계획과,19000101,기타도로,자전거전용도로,우,투수콘,136.05,2.97,0,0,0,도색,
온양5동,초사동,도시계획과,19000101,중로1-7,자전거보행자겸용도로,좌,콘크리트,16.89,2.21,0,0,0,경계석,
온양5동,초사동,도시계획과,19000101,중로1-7,자전거보행자겸용도로,좌,콘크리트,6.94,4.13,0,0,0,경계석,
온양5동,초사동,도시계획과,19000101,중로2-6,자전거보행자겸용도로,우,투수콘,47.06,2.9,0,0,0,도색,
배방읍,배방읍 공수리,도시계획과,19000101,대로2-1,자전거전용도로,좌,투수콘,8.83,1.67,0,0,0,경계석,
온양2동,온천동,도시계획과,19000101,중로1-19,자전거보행자겸용도로,우,투수콘,7.07,2,0,0,0,경계석,
온양2동,온천동,도시계획과,19000101,중로1-19,자전거보행자겸용도로,우,투수콘,5.89,2,0,0,0,경계석,
탕정면,탕정면 갈산리,도시계획과,20090101,중(집)1-1,자전거자동차겸용도로,중앙,아스팔트,21.26,2.04,0,0,0,도색,
온양5동,초사동,도시계획과,19000101,기타도로,자전거전용도로,우,투수콘,169.24,3.2,0,0,0,도색,
온양3동,모종동,도시계획과,19000101,대로1-1,자전거보행자겸용도로,우,투수콘,2.73,1.47,0,0,0,기타,
온양5동,용화동,도시계획과,19000101,대로3-3,자전거보행자겸용도로,좌,투수콘,88.26,2.09,0,0,0,경계석,
온양5동,용화동,도시계획과,19000101,대로3-3,자전거보행자겸용도로,좌,투수콘,34.8,1.45,0,0,0,경계석,
온양3동,모종동,도시계획과,19000101,대로1-1,자전거보행자겸용도로,좌,투수콘,1.85,1.66,0,0,0,경계석,
온양3동,모종동,도시계획과,19000101,대로1-1,자전거보행자겸용도로,좌,투수콘,84.15,1.52,0,0,0,경계석,
인주면,인주면 걸매리,도시계획과,19000101,대로3-2,자전거보행자겸용도로,우,투수콘,97.53,1.97,0,0,0,경계석,
인주면,인주면 걸매리,도시계획과,19000101,대로3-2,자전거보행자겸용도로,우,투수콘,35.16,2,0,0,0,경계석,
