행정읍/면/동,법정읍/면/동,관리기관,설치일자,자전거노선명,자전거도로구분,위치구분,자전거도로재질,연장,폭원,국비,시비,기타비,경계종류,도로노선명
신창면,신창면,도로과,20171001,,자전거전용도로,우,아스콘,56.19,1.99,0,0,0,경계석,
신창면,신창면,도로과,20171001,,자전거전용도로,우,아스콘,11.24,3.25,0,0,0,경계석,
신창면,신창면,도로과,20171001,,자전거자동차겸용도로,우,아스팔트,7.56,2.02,0,0,0,도색,
배방읍,배방읍,도로과,20171130,,자전거보행자겸용도로,우,콘크리트,78.29,1.99,0,0,0,경계석,
배방읍,배방읍,도로과,20171130,,자전거보행자겸용도로,좌,콘크리트,92.94,1.85,0,0,0,경계석,
탕정면,탕정면,도로과,20171130,,자전거자동차겸용도로,좌,아스콘,19.34,2.4,0,0,0,도색,
탕정면,탕정면,도로과,20171130,,자전거자동차겸용도로,우,아스콘,22.45,2.37,0,0,0,도색,
탕정면,탕정면,도로과,20171130,,자전거자동차겸용도로,좌,아스콘,7.14,2.46,0,0,0,도색,
탕정면,탕정면,도로과,20171130,,자전거자동차겸용도로,중앙,아스콘,24.45,2.42,0,0,0,도색,
탕정면,탕정면,도로과,20171130,,자전거자동차겸용도로,좌,아스콘,14.66,2.45,0,0,0,도색,
탕정면,탕정면,도로과,20171130,,자전거자동차겸용도로,중앙,아스콘,24.38,2.36,0,0,0,도색,
탕정면,탕정면,도로과,20171130,,자전거자동차겸용도로,우,아스콘,14.71,2.41,0,0,0,도색,
탕정면,탕정면,도로과,20171130,,자전거자동차겸용도로,우,아스콘,5.32,2.43,0,0,0,도색,
탕정면,탕정면,도로과,20171130,,자전거보행자겸용도로,우,콘크리트,95.6,2.71,0,0,0,미분류,
탕정면,탕정면,도로과,20171130,,자전거자동차겸용도로,우,아스콘,7.3,2.34,0,0,0,도색,
탕정면,탕정면,도로과,20171130,,자전거자동차겸용도로,좌,아스콘,5.33,2.48,0,0,0,도색,
탕정면,탕정면,도로과,20171130,,자전거보행자겸용도로,좌,콘크리트,322.7,2.57,0,0,0,미분류,
탕정면,탕정면,도로과,20171130,,자전거보행자겸용도로,우,콘크리트,323.71,2.48,0,0,0,미분류,
탕정면,탕정면,도로과,20171130,,자전거자동차겸용도로,좌,아스콘,83.26,2.44,0,0,0,도색,
탕정면,탕정면,도로과,20171130,,자전거자동차겸용도로,우,아스콘,5.68,2.49,0,0,0,도색,
탕정면,탕정면,도로과,20171130,,자전거자동차겸용도로,우,아스콘,4.28,2.51,0,0,0,도색,
탕정면,탕정면,도로과,20171130,,자전거보행자겸용도로,좌,콘크리트,292.73,2.5,0,0,0,미분류,
탕정면,탕정면,도로과,20171130,,자전거보행자겸용도로,우,콘크리트,202.41,2.63,0,0,0,미분류,
탕정면,탕정면,도로과,20171130,,자전거보행자겸용도로,좌,콘크리트,977.2,2.54,0,0,0,미분류,
탕정면,탕정면,도로과,20171130,,자전거보행자겸용도로,우,콘크리트,813.2,2.38,0,0,0,미분류,
4420010300,방축동,도시개발과,20180601,,자전거자동차겸용도로,중앙,아스팔트,11.87,2.24,0,0,0,도색,
4420010300,방축동,도시개발과,20180601,,자전거자동차겸용도로,중앙,아스팔트,20.96,2.09,0,0,0,도색,
4420010300,방축동,도시개발과,20180601,,자전거자동차겸용도로,중앙,아스팔트,39.66,2.1,0,0,0,도색,
배방읍,배방읍 북수리,도시계획과,20190101,,자전거보행자겸용도로,좌,블록,24.74,2.08,0,0,0,경계석,
배방읍,배방읍 북수리,도시계획과,20190101,,자전거보행자겸용도로,좌,블록,40.62,2.08,0,0,0,경계석,
배방읍,배방읍 북수리,도시계획과,20190101,,자전거전용도로,우,아스팔트,38.42,1.58,0,0,0,경계석,
배방읍,배방읍 북수리,도시계획과,20190101,,자전거전용도로,우,아스팔트,45.6,1.93,0,0,0,경계석,
배방읍,배방읍 북수리,도시계획과,20190101,,자전거전용도로,우,아스팔트,59.16,1.93,0,0,0,경계석,
배방읍,배방읍 북수리,도시계획과,20190101,,자전거전용도로,우,아스팔트,15.87,1.96,0,0,0,경계석,
배방읍,배방읍 북수리,도시계획과,20190101,,자전거전용도로,우,아스팔트,15.98,1.96,0,0,0,경계석,
배방읍,배방읍 북수리,도시계획과,20190101,,자전거보행자겸용도로,좌,블록,137.1,2.05,0,0,0,경계석,
배방읍,배방읍 북수리,도시계획과,20190101,,자전거전용도로,우,아스팔트,66.11,1.57,0,0,0,경계석,
배방읍,배방읍 북수리,도시계획과,20190101,,자전거전용도로,우,아스팔트,17.01,1.61,0,0,0,경계석,
배방읍,배방읍 북수리,도시계획과,20190101,,자전거전용도로,우,아스팔트,17.48,1.71,0,0,0,경계석,
배방읍,배방읍 북수리,도시계획과,20190101,,자전거전용도로,우,아스팔트,100.96,1.3,0,0,0,경계석,
배방읍,배방읍 북수리,도시계획과,20190101,,자전거전용도로,좌,아스팔트,109.87,1.31,0,0,0,경계석,
배방읍,배방읍 북수리,도시계획과,20190101,,자전거보행자겸용도로,좌,블록,5.84,1.75,0,0,0,경계석,
배방읍,배방읍 북수리,도시계획과,20190101,,자전거전용도로,우,아스팔트,6.11,1.55,0,0,0,경계석,
배방읍,배방읍 북수리,도시계획과,20190101,,자전거보행자겸용도로,좌,블록,13.82,4.99,0,0,0,경계석,
배방읍,배방읍 북수리,도시계획과,20190101,,자전거전용도로,우,아스팔트,35.15,1.55,0,0,0,경계석,
배방읍,배방읍 북수리,도시계획과,20190101,,자전거보행자겸용도로,좌,블록,6.86,4.99,0,0,0,경계석,
배방읍,배방읍 북수리,도시계획과,20190101,,자전거보행자겸용도로,좌,블록,17.51,2.93,0,0,0,경계석,
배방읍,배방읍 북수리,도시계획과,20190101,,자전거보행자겸용도로,좌,블록,20.28,3.85,0,0,0,경계석,
배방읍,배방읍 북수리,도시계획과,20190101,,자전거전용도로,우,아스팔트,13.73,1.96,0,0,0,경계석,
배방읍,배방읍 북수리,도시계획과,20190101,,자전거보행자겸용도로,좌,블록,3.82,3.5,0,0,0,경계석,
배방읍,배방읍 북수리,도시계획과,20190101,,자전거전용도로,우,아스팔트,4.04,1.96,0,0,0,경계석,
배방읍,배방읍 북수리,도시계획과,20190101,,자전거보행자겸용도로,좌,블록,27.55,3.5,0,0,0,경계석,
배방읍,배방읍 북수리,도시계획과,20190101,,자전거전용도로,우,아스팔트,31.6,1.96,0,0,0,경계석,
배방읍,배방읍 북수리,도시계획과,20190101,,자전거보행자겸용도로,좌,블록,76.51,3.52,0,0,0,경계석,
배방읍,배방읍 북수리,도시계획과,20190101,,자전거전용도로,우,아스팔트,66.8,1.96,0,0,0,경계석,
배방읍,배방읍 북수리,도시계획과,20190101,,자전거보행자겸용도로,좌,블록,99.4,1.75,0,0,0,경계석,
배방읍,배방읍 북수리,도시계획과,20190101,,자전거전용도로,우,아스팔트,94.27,1.58,0,0,0,경계석,
배방읍,배방읍 북수리,도시계획과,20190101,,자전거보행자겸용도로,좌,블록,72.78,3.07,0,0,0,경계석,
배방읍,배방읍 북수리,도시계획과,20190101,,자전거전용도로,우,아스팔트,8.62,1.92,0,0,0,경계석,
배방읍,배방읍 북수리,도시계획과,20190101,,자전거전용도로,좌,아스팔트,19.02,2.08,0,0,0,경계석,
배방읍,배방읍 북수리,도시계획과,20190101,,자전거전용도로,우,아스팔트,80.56,1.86,0,0,0,경계석,
배방읍,배방읍 북수리,도시계획과,20190101,,자전거전용도로,우,아스팔트,3.41,1.86,0,0,0,경계석,
배방읍,배방읍 북수리,도시계획과,20190101,,자전거전용도로,좌,아스팔트,25.77,2.09,0,0,0,경계석,
배방읍,배방읍 북수리,도시계획과,20190101,,자전거전용도로,우,아스팔트,3.39,1.99,0,0,0,경계석,
배방읍,배방읍 북수리,도시계획과,20190101,,자전거전용도로,좌,아스팔트,52.86,2.06,0,0,0,경계석,
배방읍,배방읍 북수리,도시계획과,20190101,,자전거전용도로,우,아스팔트,52.9,1.9,0,0,0,경계석,
배방읍,배방읍 북수리,도시계획과,20190101,,자전거전용도로,좌,아스팔트,6.15,2.05,0,0,0,경계석,
배방읍,배방읍 북수리,도시계획과,20190101,,자전거전용도로,우,아스팔트,6.15,1.92,0,0,0,경계석,
배방읍,배방읍 북수리,도시계획과,20190101,,자전거전용도로,좌,아스팔트,13.27,2.04,0,0,0,경계석,
배방읍,배방읍 북수리,도시계획과,20190101,,자전거전용도로,우,아스팔트,13.5,1.93,0,0,0,경계석,
배방읍,배방읍 북수리,도시계획과,20190101,,자전거전용도로,우,아스팔트,43.11,1.3,0,0,0,경계석,
배방읍,배방읍 북수리,도시계획과,20190101,,자전거전용도로,우,아스팔트,19.88,1.3,0,0,0,경계석,
배방읍,배방읍 북수리,도시계획과,20190101,,자전거전용도로,우,아스팔트,15.93,1.3,0,0,0,경계석,
배방읍,배방읍 북수리,도시계획과,20190101,,자전거전용도로,우,아스팔트,5.62,1.3,0,0,0,경계석,
배방읍,배방읍 북수리,도시계획과,20190101,,자전거전용도로,우,아스팔트,33.77,1.3,0,0,0,경계석,
배방읍,배방읍 북수리,도시계획과,20190101,,자전거전용도로,좌,아스팔트,26.28,1.31,0,0,0,경계석,
배방읍,배방읍 북수리,도시계획과,20190101,,자전거전용도로,우,아스팔트,12.55,3.26,0,0,0,경계석,
배방읍,배방읍 북수리,도시계획과,20190101,,자전거전용도로,우,아스팔트,34.87,1.3,0,0,0,경계석,
배방읍,배방읍 북수리,도시계획과,20190101,,자전거전용도로,좌,아스팔트,47.51,3.34,0,0,0,경계석,
배방읍,배방읍 북수리,도시계획과,20190101,,자전거전용도로,우,아스팔트,4.05,3.26,0,0,0,경계석,
배방읍,배방읍 북수리,도시계획과,20190101,,자전거전용도로,좌,아스팔트,4.08,3.34,0,0,0,경계석,
배방읍,배방읍 북수리,도시계획과,20190101,,자전거전용도로,우,아스팔트,8.9,1.37,0,0,0,경계석,
배방읍,배방읍 북수리,도시계획과,20190101,,자전거전용도로,좌,아스팔트,41.18,1.29,0,0,0,경계석,
배방읍,배방읍 북수리,도시계획과,20190101,,자전거전용도로,우,아스팔트,44.2,3.26,0,0,0,경계석,
배방읍,배방읍 북수리,도시계획과,20190101,,자전거전용도로,좌,아스팔트,12.82,3.34,0,0,0,경계석,
배방읍,배방읍 북수리,도시계획과,20190101,,자전거전용도로,좌,아스팔트,57.1,0.83,0,0,0,경계석,
배방읍,배방읍 북수리,도시계획과,20190101,,자전거전용도로,우,아스팔트,60.74,1.67,0,0,0,경계석,
배방읍,배방읍 북수리,도시계획과,20190101,,자전거전용도로,좌,아스팔트,120.25,1.28,0,0,0,경계석,
배방읍,배방읍 북수리,도시계획과,20190101,,자전거전용도로,우,아스팔트,120.81,1.3,0,0,0,경계석,
배방읍,배방읍 북수리,도시계획과,20190101,,자전거전용도로,좌,아스팔트,4.05,1.28,0,0,0,경계석,
배방읍,배방읍 북수리,도시계획과,20190101,,자전거전용도로,우,아스팔트,4.03,1.3,0,0,0,경계석,
배방읍,배방읍 북수리,도시계획과,20190101,,자전거전용도로,좌,아스팔트,31.9,1.28,0,0,0,경계석,
배방읍,배방읍 북수리,도시계획과,20190101,,자전거전용도로,우,아스팔트,53.91,1.3,0,0,0,경계석,
배방읍,배방읍 북수리,도시계획과,20190101,,자전거전용도로,우,아스팔트,3.35,1.3,0,0,0,경계석,
배방읍,배방읍 북수리,도시계획과,20190101,,자전거전용도로,좌,아스팔트,33.69,0.94,0,0,0,경계석,
배방읍,배방읍 북수리,도시계획과,20190101,,자전거전용도로,우,아스팔트,34.38,1.66,0,0,0,경계석,
배방읍,배방읍 북수리,도시계획과,20190101,,자전거전용도로,우,아스팔트,45.61,2.33,0,0,0,경계석,
배방읍,배방읍 북수리,도시계획과,20190101,,자전거전용도로,우,아스팔트,255.08,1.3,0,0,0,경계석,
배방읍,배방읍 북수리,도시계획과,20190101,,자전거전용도로,우,아스팔트,54.15,1.25,0,0,0,경계석,
배방읍,배방읍 북수리,도시계획과,20190101,,자전거전용도로,우,아스팔트,48.04,1.36,0,0,0,경계석,
배방읍,배방읍 북수리,도시계획과,20190101,,자전거전용도로,우,아스팔트,10.66,1.41,0,0,0,경계석,
배방읍,배방읍 북수리,도시계획과,20190101,,자전거전용도로,우,아스팔트,47.92,1.37,0,0,0,경계석,
배방읍,배방읍 북수리,도시계획과,20190101,,자전거전용도로,우,아스팔트,4.05,2.37,0,0,0,경계석,
배방읍,배방읍 북수리,도시계획과,20190101,,자전거전용도로,좌,아스팔트,4.04,4.5,0,0,0,경계석,
배방읍,배방읍 북수리,도시계획과,20190101,,자전거전용도로,우,블록,80.87,1.85,0,0,0,경계석,
배방읍,배방읍 북수리,도시계획과,20190101,,자전거전용도로,우,블록,4.07,1.85,0,0,0,경계석,
배방읍,배방읍 북수리,도시계획과,20190101,,자전거전용도로,우,블록,13,1.85,0,0,0,경계석,
배방읍,배방읍 북수리,도시계획과,20190101,,자전거전용도로,우,아스팔트,41.82,2.34,0,0,0,경계석,
배방읍,배방읍 북수리,도시계획과,20190101,,자전거전용도로,좌,아스팔트,42.41,2.48,0,0,0,경계석,
배방읍,배방읍 북수리,도시계획과,20190101,,자전거전용도로,우,아스팔트,37.74,2.37,0,0,0,경계석,
배방읍,배방읍 북수리,도시계획과,20190101,,자전거전용도로,좌,아스팔트,33.67,4.5,0,0,0,경계석,
배방읍,배방읍 북수리,도시계획과,20190101,,자전거전용도로,우,아스팔트,60.94,3.81,0,0,0,경계석,
배방읍,배방읍 북수리,도시계획과,20190101,,자전거전용도로,좌,아스팔트,64.75,2.47,0,0,0,경계석,
배방읍,배방읍 북수리,도시계획과,20190101,,자전거전용도로,우,아스팔트,23.76,2.37,0,0,0,경계석,
배방읍,배방읍 북수리,도시계획과,20190101,,자전거전용도로,좌,아스팔트,24.07,4.5,0,0,0,경계석,
배방읍,배방읍 북수리,도시계획과,20190101,,자전거전용도로,좌,아스팔트,29.24,2.47,0,0,0,경계석,
배방읍,배방읍 북수리,도시계획과,20190101,,자전거전용도로,우,아스팔트,79.07,1.93,0,0,0,경계석,
배방읍,배방읍 북수리,도시계획과,20190101,,자전거전용도로,우,아스팔트,4.44,1.93,0,0,0,경계석,
배방읍,배방읍 북수리,도시계획과,20190101,,자전거전용도로,우,아스팔트,52.87,1.93,0,0,0,경계석,
배방읍,배방읍 북수리,도시계획과,20190101,,자전거전용도로,우,아스팔트,60.5,4.13,0,0,0,경계석,
배방읍,배방읍 북수리,도시계획과,20190101,,자전거전용도로,우,아스팔트,7.73,2.11,0,0,0,경계석,
배방읍,배방읍 북수리,도시계획과,20190101,,자전거보행자겸용도로,좌,블록,24.92,1.68,0,0,0,경계석,
탕정면,탕정면 명암리,도로과,20140101,,자전거보행자겸용도로,우,투수콘,144.9,2.1,0,0,0,경계석,
탕정면,탕정면 명암리,도로과,20140101,,자전거보행자겸용도로,좌,투수콘,198.3,2.1,0,0,0,경계석,
탕정면,탕정면 명암리,도로과,20140101,,자전거보행자겸용도로,우,투수콘,17.56,2.1,0,0,0,경계석,
탕정면,탕정면 명암리,도로과,20140101,,자전거보행자겸용도로,좌,투수콘,8.01,2.1,0,0,0,경계석,
탕정면,탕정면 명암리,도로과,20140101,,자전거보행자겸용도로,좌,투수콘,10.35,2.1,0,0,0,경계석,
탕정면,탕정면 명암리,도로과,20140101,,자전거보행자겸용도로,좌,투수콘,172.15,2.1,0,0,0,경계석,
탕정면,탕정면 명암리,도로과,20140101,,자전거보행자겸용도로,좌,투수콘,196.96,2.1,0,0,0,경계석,
탕정면,탕정면 명암리,도로과,20140101,,자전거보행자겸용도로,우,투수콘,8.83,2.1,0,0,0,경계석,
탕정면,탕정면 명암리,도로과,20140101,,자전거보행자겸용도로,우,투수콘,27.57,2.1,0,0,0,경계석,
탕정면,탕정면 명암리,도로과,20140101,,자전거보행자겸용도로,좌,투수콘,39.91,2.1,0,0,0,경계석,
탕정면,탕정면 명암리,도로과,20140101,,자전거보행자겸용도로,좌,투수콘,232.1,2.1,0,0,0,경계석,
탕정면,탕정면 명암리,도로과,20140101,,자전거보행자겸용도로,좌,투수콘,37.37,2.1,0,0,0,경계석,
탕정면,탕정면 명암리,도로과,20140101,,자전거보행자겸용도로,좌,투수콘,118.88,2.1,0,0,0,경계석,
탕정면,탕정면 명암리,도로과,20140101,,자전거보행자겸용도로,우,투수콘,51.79,2.1,0,0,0,경계석,
탕정면,탕정면 명암리,도로과,20140101,,자전거보행자겸용도로,우,투수콘,225.29,2.1,0,0,0,경계석,
탕정면,탕정면 명암리,도로과,20140101,,자전거보행자겸용도로,좌,투수콘,22.39,2.1,0,0,0,경계석,
탕정면,탕정면 명암리,도로과,20140101,,자전거보행자겸용도로,좌,투수콘,40.04,2.1,0,0,0,경계석,
탕정면,탕정면 명암리,도로과,20140101,,자전거보행자겸용도로,좌,투수콘,51.81,2.1,0,0,0,경계석,
탕정면,탕정면 명암리,도로과,20140101,,자전거보행자겸용도로,우,투수콘,270.43,2.1,0,0,0,경계석,
탕정면,탕정면 명암리,도로과,20140101,,자전거보행자겸용도로,우,투수콘,94.44,2.1,0,0,0,경계석,
탕정면,탕정면 명암리,도로과,20140101,,자전거보행자겸용도로,우,투수콘,83.86,1.8,0,0,0,경계석,
탕정면,탕정면 명암리,도로과,20140101,,자전거보행자겸용도로,우,투수콘,113.7,1.8,0,0,0,경계석,
탕정면,탕정면 명암리,도로과,20140101,,자전거보행자겸용도로,좌,투수콘,221.83,2.1,0,0,0,경계석,
